timestamp,order_id,market_ticker,side,count,price,edge,p_true,book_odds,market_type,total_line,team,event_ticker
2026-02-06T19:08:49.496501,62851b77-f9da-46ea-a638-95795a2db922,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,YES,3,0.14,0.037323,0.177323,440.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:09:29.063882,ec256ff7-55fa-4834-9758-8ccb7243063b,KXNCAAMBGAME-26FEB07TEMECU-ECU,NO,1,0.56,0.020249,0.580249,-154.0,MONEYLINE,,east carolina,KXNCAAMBGAME-26FEB07TEMECU
2026-02-06T19:10:08.862062,6ecc6a66-09fc-416b-b8ba-ee5fb7961ebd,KXNCAAMBGAME-26FEB07MOSULIB-LIB,YES,3,0.79,0.026017,0.816017,-580.0,MONEYLINE,,liberty,KXNCAAMBGAME-26FEB07MOSULIB
2026-02-06T19:10:48.502334,cedebab7-c5f9-4ca5-817a-cd3f5b3caa44,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,4,0.78,0.042677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:10:48.645179,aa2cb9d8-8213-4aa6-a671-246c0908828c,KXNCAAMBGAME-26FEB07SFSMC-SF,YES,4,0.1,0.022699,0.122699,680.0,MONEYLINE,,san francisco,KXNCAAMBGAME-26FEB07SFSMC
2026-02-06T19:12:08.463920,2302c10d-362a-4f82-9a77-a68db42c536a,KXNCAAMBGAME-26FEB07SHSULT-LT,YES,2,0.33,0.026976,0.356976,168.0,MONEYLINE,,louisiana tech,KXNCAAMBGAME-26FEB07SHSULT
2026-02-06T19:12:08.612217,ff288bfe-edbc-44b2-96cc-1c6ab54ab093,KXNCAAMBGAME-26FEB07SHSULT-LT,NO,1,0.62,0.023024,0.643024,-205.0,MONEYLINE,,louisiana tech,KXNCAAMBGAME-26FEB07SHSULT
2026-02-06T19:12:08.755811,83dec583-c991-4797-b73f-f919e25de730,KXNCAAMBGAME-26FEB07TEMECU-ECU,NO,1,0.56,0.020249,0.580249,-154.0,MONEYLINE,,east carolina,KXNCAAMBGAME-26FEB07TEMECU
2026-02-06T19:13:27.940009,b8ee9fb4-4f26-44c8-ad57-13cea1add396,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,4,0.78,0.042677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:16:45.922641,5f69070a-6fde-4c4f-94a6-73bd4d586ea0,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,4,0.78,0.042677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:16:46.066944,3a1234f6-52c9-4e21-b621-62a38a7d5a7f,KXNCAAMBGAME-26FEB07USUWYO-USU,YES,2,0.71,0.027596,0.737596,-335.0,MONEYLINE,,utah state,KXNCAAMBGAME-26FEB07USUWYO
2026-02-06T19:19:23.996851,4de61720-63a2-46db-866e-ca27f5ffbc3f,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,4,0.78,0.042677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:22:02.381114,7a73610f-7941-4715-9dc0-c39738422683,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,4,0.78,0.042677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:24:39.825867,76280f22-568e-4fed-b63a-a489a33f6e4e,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,3,0.79,0.032677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:27:18.193572,0dfb8298-a73a-46ba-80bc-05e34a7ad6a2,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,NO,3,0.79,0.032677,0.822677,-610.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:32:34.360977,915aa31b-8f1f-4a71-8696-a08addec297c,KXNCAAMBGAME-26FEB07KENTUSM-KENT,YES,1,0.66,0.0191,0.6791,-245.0,MONEYLINE,,kent state,KXNCAAMBGAME-26FEB07KENTUSM
2026-02-06T19:39:48.860576,51864d44-30d8-4bdc-905c-feb1150381cb,KXNCAAMBGAME-26FEB07BSUUNM-UNM,YES,2,0.68,0.029544,0.709544,-285.0,MONEYLINE,,new mexico,KXNCAAMBGAME-26FEB07BSUUNM
2026-02-06T19:39:49.007703,1992f70b-e8e1-4d95-9ebf-0f51e74df1c2,KXNCAAMBGAME-26FEB07SDAKSDST-SDAK,YES,4,0.15,0.027323,0.177323,440.0,MONEYLINE,,south dakota,KXNCAAMBGAME-26FEB07SDAKSDST
2026-02-06T19:52:58.988121,9530a8a4-0bb3-4efc-929c-7994c688d2bf,KXNCAAMBTOTAL-26FEB07OKSTARIZ-168,YES,2,0.47,0.031082,0.501082,-110.5,TOTAL,168.0,oklahoma state at arizona total 168.0 OVER,KXNCAAMBTOTAL-26FEB07OKSTARIZ
2026-02-06T19:54:18.571528,56b6ac3b-074c-40e5-9d97-82aa0f2404f6,KXNCAAMBGAME-26FEB07SFSMC-SF,NO,2,0.86,0.017301,0.877301,-1100.0,MONEYLINE,,san francisco,KXNCAAMBGAME-26FEB07SFSMC
2026-02-06T19:56:56.369880,6862b7ca-71e7-419e-a733-9a39a844b116,KXNCAAMBGAME-26FEB07SFSMC-SMC,YES,2,0.86,0.017301,0.877301,-1100.0,MONEYLINE,,saint marys,KXNCAAMBGAME-26FEB07SFSMC
